Customer_ID,Tanggal_Transaksi,Menu,Qty,Harga_Satuan,Total_Transaksi
C0145,2025-04-30,Shake Chocolate,2,25000,50000
C0038,2025-06-15,Formula 1,5,30000,150000
C0035,2025-06-18,Shake Chocolate,5,25000,125000
C0081,2025-05-30,Shake Vanilla,4,25000,100000
C0084,2025-06-02,Shake Chocolate,4,25000,100000
C0043,2025-06-13,Multivitamin,5,25000,125000
C0010,2025-06-26,Aloe Concentrate,7,25000,175000
C0004,2025-06-26,Tea Herbal,7,25000,175000
C0015,2025-06-28,Protein Bar,8,35000,280000
C0115,2025-05-18,Formula 1,3,30000,90000
C0038,2025-06-08,Shake Chocolate,6,25000,150000
C0161,2025-04-10,Tea Herbal,1,25000,25000
C0012,2025-06-30,Multivitamin,7,25000,175000
C0049,2025-06-07,Fiber Drink,6,34000,204000
C0030,2025-06-20,Formula 1,6,30000,180000
C0025,2025-06-16,Fiber Drink,7,34000,238000
C0142,2025-04-30,Shake Chocolate,3,25000,75000
C0125,2025-05-04,Tea Herbal,3,25000,75000
C0050,2025-06-18,Formula 1,5,30000,150000
C0067,2025-06-01,Multivitamin,5,25000,125000
C0053,2025-06-19,Shake Chocolate,5,25000,125000
C0020,2025-06-26,Multivitamin,7,25000,175000
C0123,2025-05-07,Aloe Concentrate,3,25000,75000
C0117,2025-05-20,Aloe Concentrate,3,25000,75000
C0045,2025-06-17,Fiber Drink,6,34000,204000
C0019,2025-06-13,Multivitamin,8,25000,200000
C0019,2025-06-14,Protein Bar,7,35000,245000
C0125,2025-04-25,Tea Herbal,2,25000,50000
C0019,2025-06-27,Tea Herbal,8,25000,200000
C0065,2025-06-07,Tea Herbal,4,25000,100000
C0009,2025-06-27,Formula 1,7,30000,210000
C0089,2025-05-19,Fiber Drink,3,34000,102000
C0071,2025-06-09,Aloe Concentrate,4,25000,100000
C0051,2025-06-09,Formula 1,5,30000,150000
C0039,2025-06-19,Shake Chocolate,6,25000,150000
C0011,2025-06-27,Formula 1,8,30000,240000
C0075,2025-06-11,Tea Herbal,4,25000,100000
C0019,2025-06-16,Formula 1,8,30000,240000
C0016,2025-06-17,Shake Chocolate,8,25000,200000
C0012,2025-06-21,Formula 1,8,30000,240000
C0042,2025-06-22,Fiber Drink,6,34000,204000
C0092,2025-05-16,Shake Vanilla,4,25000,100000
C0094,2025-05-27,Aloe Concentrate,3,25000,75000
C0054,2025-06-16,Shake Vanilla,5,25000,125000
C0069,2025-06-02,Formula 1,5,30000,150000
C0075,2025-06-09,Fiber Drink,5,34000,170000
C0046,2025-06-05,Fiber Drink,5,34000,170000
C0015,2025-06-22,Shake Vanilla,7,25000,175000
C0001,2025-06-14,Fiber Drink,8,34000,272000
C0099,2025-05-16,Shake Vanilla,3,25000,75000
C0149,2025-04-28,Formula 1,2,30000,60000
C0044,2025-06-13,Formula 1,6,30000,180000
C0137,2025-05-12,Tea Herbal,2,25000,50000
C0110,2025-06-01,Formula 1,4,30000,120000
C0067,2025-06-13,Aloe Concentrate,4,25000,100000
C0079,2025-06-08,Formula 1,4,30000,120000
C0017,2025-06-28,Fiber Drink,7,34000,238000
C0008,2025-06-24,Formula 1,8,30000,240000
C0193,2025-02-10,Shake Vanilla,1,25000,25000
C0059,2025-06-03,Protein Bar,5,35000,175000
C0010,2025-06-26,Tea Herbal,7,25000,175000
C0084,2025-06-08,Multivitamin,4,25000,100000
C0098,2025-05-30,Formula 1,4,30000,120000
C0028,2025-06-11,Fiber Drink,5,34000,170000
C0161,2025-04-03,Aloe Concentrate,2,25000,50000
C0015,2025-06-16,Shake Chocolate,7,25000,175000
C0065,2025-06-07,Fiber Drink,5,34000,170000
C0139,2025-05-02,Shake Vanilla,3,25000,75000
C0199,2025-02-03,Tea Herbal,1,25000,25000
C0021,2025-06-16,Shake Vanilla,7,25000,175000
C0062,2025-06-01,Shake Chocolate,4,25000,100000
C0033,2025-06-15,Protein Bar,5,35000,175000
C0091,2025-05-27,Protein Bar,3,35000,105000
C0041,2025-06-15,Fiber Drink,6,34000,204000
C0063,2025-05-31,Formula 1,4,30000,120000
C0005,2025-06-21,Multivitamin,7,25000,175000
C0073,2025-05-27,Aloe Concentrate,5,25000,125000
C0034,2025-06-15,Shake Chocolate,6,25000,150000
C0032,2025-06-16,Multivitamin,6,25000,150000
C0120,2025-05-18,Shake Chocolate,4,25000,100000
C0052,2025-06-23,Fiber Drink,5,34000,170000
C0045,2025-06-12,Protein Bar,5,35000,175000
C0005,2025-06-17,Shake Vanilla,7,25000,175000
C0010,2025-06-23,Shake Chocolate,8,25000,200000
C0092,2025-05-18,Shake Chocolate,3,25000,75000
C0035,2025-06-11,Protein Bar,5,35000,175000
C0021,2025-06-28,Aloe Concentrate,7,25000,175000
C0023,2025-06-22,Aloe Concentrate,7,25000,175000
C0080,2025-06-04,Tea Herbal,5,25000,125000
C0036,2025-06-12,Shake Chocolate,5,25000,125000
C0065,2025-06-11,Aloe Concentrate,4,25000,100000
C0163,2025-04-16,Shake Chocolate,2,25000,50000
C0021,2025-06-15,Aloe Concentrate,7,25000,175000
C0016,2025-06-17,Protein Bar,8,35000,280000
C0101,2025-05-25,Tea Herbal,3,25000,75000
C0016,2025-06-29,Aloe Concentrate,8,25000,200000
C0027,2025-06-16,Aloe Concentrate,5,25000,125000
C0017,2025-06-15,Fiber Drink,7,34000,238000
C0011,2025-06-20,Protein Bar,7,35000,245000
C0055,2025-06-17,Formula 1,5,30000,150000
C0013,2025-06-17,Tea Herbal,7,25000,175000
C0020,2025-06-19,Shake Vanilla,7,25000,175000
C0004,2025-06-26,Tea Herbal,8,25000,200000
C0106,2025-05-25,Aloe Concentrate,4,25000,100000
C0041,2025-06-12,Shake Vanilla,6,25000,150000
C0017,2025-06-25,Fiber Drink,8,34000,272000
C0036,2025-06-19,Aloe Concentrate,5,25000,125000
C0147,2025-05-05,Shake Vanilla,2,25000,50000
C0034,2025-06-10,Aloe Concentrate,5,25000,125000
C0134,2025-05-07,Protein Bar,3,35000,105000
C0043,2025-06-16,Shake Vanilla,5,25000,125000
C0048,2025-06-16,Multivitamin,5,25000,125000
C0121,2025-05-01,Multivitamin,2,25000,50000
C0072,2025-06-05,Multivitamin,5,25000,125000
C0049,2025-06-12,Aloe Concentrate,6,25000,150000
C0152,2025-05-09,Formula 1,3,30000,90000
C0007,2025-06-14,Shake Chocolate,7,25000,175000
C0152,2025-05-04,Shake Vanilla,2,25000,50000
C0093,2025-05-19,Aloe Concentrate,3,25000,75000
C0069,2025-06-13,Aloe Concentrate,4,25000,100000
C0181,2025-04-10,Protein Bar,1,35000,35000
C0172,2025-03-27,Fiber Drink,2,34000,68000
C0046,2025-06-14,Shake Vanilla,6,25000,150000
C0211,2025-02-11,Fiber Drink,1,34000,34000
C0045,2025-06-16,Protein Bar,6,35000,210000
C0053,2025-06-20,Formula 1,5,30000,150000
C0234,2024-09-15,Multivitamin,1,25000,25000
C0121,2025-05-01,Fiber Drink,2,34000,68000
C0030,2025-06-08,Shake Vanilla,5,25000,125000
C0080,2025-06-08,Formula 1,4,30000,120000
C0085,2025-06-05,Tea Herbal,5,25000,125000
C0198,2025-02-20,Protein Bar,1,35000,35000
C0012,2025-06-24,Protein Bar,8,35000,280000
C0037,2025-06-17,Protein Bar,5,35000,175000
C0089,2025-05-28,Shake Vanilla,3,25000,75000
C0025,2025-06-21,Formula 1,8,30000,240000
C0024,2025-06-23,Aloe Concentrate,7,25000,175000
C0106,2025-05-23,Multivitamin,4,25000,100000
C0113,2025-05-24,Aloe Concentrate,4,25000,100000
C0128,2025-04-29,Protein Bar,2,35000,70000
C0006,2025-06-23,Multivitamin,7,25000,175000
C0125,2025-04-26,Shake Vanilla,3,25000,75000
C0043,2025-06-13,Protein Bar,5,35000,175000
C0069,2025-06-13,Protein Bar,5,35000,175000
C0072,2025-06-04,Shake Chocolate,5,25000,125000
C0042,2025-06-14,Fiber Drink,6,34000,204000
C0218,2024-10-19,Aloe Concentrate,1,25000,25000
C0006,2025-06-21,Aloe Concentrate,8,25000,200000
C0055,2025-06-11,Shake Vanilla,6,25000,150000
C0137,2025-05-02,Multivitamin,2,25000,50000
C0007,2025-06-17,Aloe Concentrate,8,25000,200000
C0089,2025-05-18,Protein Bar,3,35000,105000
C0113,2025-05-29,Formula 1,3,30000,90000
C0070,2025-06-10,Formula 1,5,30000,150000
C0036,2025-06-20,Fiber Drink,6,34000,204000
C0085,2025-05-31,Shake Chocolate,5,25000,125000
C0087,2025-05-28,Shake Chocolate,4,25000,100000
C0070,2025-06-06,Fiber Drink,4,34000,136000
C0013,2025-06-19,Aloe Concentrate,7,25000,175000
C0043,2025-06-11,Fiber Drink,6,34000,204000
C0084,2025-05-31,Formula 1,5,30000,150000
C0017,2025-06-24,Shake Chocolate,8,25000,200000
C0008,2025-06-16,Aloe Concentrate,7,25000,175000
C0127,2025-05-06,Formula 1,3,30000,90000
C0012,2025-06-24,Formula 1,8,30000,240000
C0108,2025-05-17,Fiber Drink,4,34000,136000
C0027,2025-06-10,Aloe Concentrate,5,25000,125000
C0107,2025-05-19,Fiber Drink,4,34000,136000
C0106,2025-05-23,Protein Bar,3,35000,105000
C0013,2025-06-27,Tea Herbal,8,25000,200000
C0084,2025-05-29,Tea Herbal,5,25000,125000
C0072,2025-05-27,Tea Herbal,4,25000,100000
C0133,2025-05-14,Multivitamin,2,25000,50000
C0083,2025-06-03,Formula 1,4,30000,120000
C0078,2025-06-03,Shake Chocolate,4,25000,100000
C0129,2025-05-12,Protein Bar,2,35000,70000
C0071,2025-05-29,Shake Vanilla,5,25000,125000
C0070,2025-05-31,Shake Chocolate,4,25000,100000
C0119,2025-05-26,Protein Bar,4,35000,140000
C0049,2025-06-07,Tea Herbal,6,25000,150000
C0162,2025-04-17,Shake Vanilla,2,25000,50000
C0007,2025-06-21,Shake Vanilla,8,25000,200000
C0073,2025-06-10,Fiber Drink,4,34000,136000
C0187,2025-02-05,Fiber Drink,1,34000,34000
C0045,2025-06-09,Protein Bar,6,35000,210000
C0031,2025-06-19,Tea Herbal,5,25000,125000
C0005,2025-06-17,Formula 1,7,30000,210000
C0009,2025-06-18,Shake Chocolate,8,25000,200000
C0071,2025-06-07,Aloe Concentrate,4,25000,100000
C0074,2025-05-27,Tea Herbal,5,25000,125000
C0077,2025-05-29,Tea Herbal,5,25000,125000
C0170,2025-03-29,Fiber Drink,2,34000,68000
C0093,2025-05-27,Tea Herbal,4,25000,100000
C0072,2025-05-27,Shake Vanilla,4,25000,100000
C0088,2025-05-28,Protein Bar,3,35000,105000
C0113,2025-05-20,Shake Vanilla,3,25000,75000
C0132,2025-05-13,Shake Chocolate,3,25000,75000
C0057,2025-05-28,Fiber Drink,5,34000,170000
C0041,2025-06-14,Multivitamin,5,25000,125000
C0095,2025-05-21,Tea Herbal,4,25000,100000
C0189,2025-02-08,Fiber Drink,1,34000,34000
C0050,2025-06-13,Shake Chocolate,5,25000,125000
C0081,2025-06-12,Protein Bar,5,35000,175000
C0026,2025-06-06,Formula 1,6,30000,180000
C0083,2025-06-03,Protein Bar,4,35000,140000
C0005,2025-06-19,Formula 1,8,30000,240000
C0042,2025-06-22,Fiber Drink,5,34000,170000
C0155,2025-05-08,Tea Herbal,2,25000,50000
C0082,2025-05-30,Multivitamin,4,25000,100000
C0085,2025-06-09,Shake Chocolate,5,25000,125000
C0169,2025-04-08,Fiber Drink,1,34000,34000
C0045,2025-06-12,Protein Bar,6,35000,210000
C0046,2025-06-06,Shake Chocolate,5,25000,125000
C0011,2025-06-20,Aloe Concentrate,7,25000,175000
C0004,2025-06-21,Fiber Drink,8,34000,272000
C0020,2025-06-22,Multivitamin,7,25000,175000
C0051,2025-06-14,Formula 1,6,30000,180000
C0090,2025-05-22,Aloe Concentrate,4,25000,100000
C0005,2025-06-21,Formula 1,8,30000,240000
C0050,2025-06-18,Shake Vanilla,6,25000,150000
C0022,2025-06-29,Tea Herbal,8,25000,200000
C0093,2025-05-24,Aloe Concentrate,4,25000,100000
C0108,2025-05-13,Shake Chocolate,3,25000,75000
C0038,2025-06-06,Formula 1,5,30000,150000
C0093,2025-05-15,Protein Bar,3,35000,105000
C0033,2025-06-14,Tea Herbal,6,25000,150000
C0008,2025-06-28,Formula 1,8,30000,240000
C0033,2025-06-11,Formula 1,5,30000,150000
C0202,2025-02-06,Fiber Drink,1,34000,34000
C0074,2025-05-27,Tea Herbal,5,25000,125000
C0101,2025-05-31,Multivitamin,3,25000,75000
C0094,2025-05-26,Protein Bar,3,35000,105000
C0018,2025-06-24,Aloe Concentrate,7,25000,175000
C0135,2025-05-08,Shake Vanilla,2,25000,50000
C0021,2025-06-29,Shake Chocolate,8,25000,200000
C0003,2025-06-17,Fiber Drink,8,34000,272000
C0225,2024-10-17,Protein Bar,1,35000,35000
C0092,2025-05-22,Aloe Concentrate,3,25000,75000
C0085,2025-06-03,Protein Bar,4,35000,140000
C0004,2025-06-22,Fiber Drink,7,34000,238000
C0035,2025-06-13,Tea Herbal,6,25000,150000
C0076,2025-06-10,Fiber Drink,5,34000,170000
C0051,2025-06-11,Multivitamin,6,25000,150000
C0008,2025-06-29,Fiber Drink,8,34000,272000
C0018,2025-06-17,Aloe Concentrate,8,25000,200000
C0041,2025-06-08,Tea Herbal,6,25000,150000
C0002,2025-06-23,Fiber Drink,8,34000,272000
C0029,2025-06-11,Shake Vanilla,6,25000,150000
C0071,2025-06-03,Formula 1,4,30000,120000
C0092,2025-05-21,Fiber Drink,3,34000,102000
C0012,2025-06-24,Aloe Concentrate,8,25000,200000
C0006,2025-06-28,Tea Herbal,7,25000,175000
C0134,2025-04-28,Fiber Drink,3,34000,102000
C0004,2025-06-20,Shake Chocolate,8,25000,200000
C0018,2025-06-17,Multivitamin,7,25000,175000
C0123,2025-04-27,Shake Chocolate,3,25000,75000
C0011,2025-06-24,Fiber Drink,7,34000,238000
C0037,2025-06-08,Shake Vanilla,6,25000,150000
C0016,2025-06-26,Tea Herbal,7,25000,175000
C0075,2025-06-07,Shake Vanilla,4,25000,100000
C0098,2025-06-01,Aloe Concentrate,4,25000,100000
C0056,2025-05-28,Multivitamin,5,25000,125000
C0153,2025-05-13,Shake Chocolate,3,25000,75000
C0008,2025-06-16,Tea Herbal,8,25000,200000
C0058,2025-06-11,Formula 1,4,30000,120000
C0037,2025-06-15,Fiber Drink,5,34000,170000
C0139,2025-05-05,Shake Vanilla,2,25000,50000
C0065,2025-06-04,Multivitamin,5,25000,125000
C0003,2025-06-15,Protein Bar,7,35000,245000
C0185,2025-04-12,Shake Chocolate,1,25000,25000
C0100,2025-05-23,Protein Bar,3,35000,105000
C0023,2025-06-29,Tea Herbal,7,25000,175000
C0112,2025-05-13,Shake Chocolate,4,25000,100000
C0030,2025-06-11,Protein Bar,5,35000,175000
C0237,2024-10-03,Aloe Concentrate,1,25000,25000
C0080,2025-06-09,Fiber Drink,4,34000,136000
C0108,2025-05-20,Shake Chocolate,3,25000,75000
C0018,2025-06-23,Protein Bar,8,35000,280000
C0004,2025-06-19,Fiber Drink,8,34000,272000
C0090,2025-05-31,Aloe Concentrate,4,25000,100000
C0104,2025-05-27,Shake Chocolate,4,25000,100000
C0208,2025-01-28,Protein Bar,1,35000,35000
C0170,2025-04-02,Shake Chocolate,1,25000,25000
C0041,2025-06-12,Shake Chocolate,6,25000,150000
C0040,2025-06-15,Shake Chocolate,5,25000,125000
C0011,2025-06-25,Formula 1,7,30000,210000
C0169,2025-04-05,Protein Bar,2,35000,70000
C0001,2025-06-19,Tea Herbal,7,25000,175000
C0012,2025-06-21,Multivitamin,8,25000,200000
C0013,2025-06-27,Shake Chocolate,7,25000,175000
C0155,2025-05-09,Shake Chocolate,3,25000,75000
C0089,2025-05-23,Multivitamin,4,25000,100000
C0014,2025-06-22,Fiber Drink,8,34000,272000
C0051,2025-06-13,Shake Chocolate,5,25000,125000
C0063,2025-06-01,Shake Vanilla,4,25000,100000
C0059,2025-05-28,Shake Vanilla,4,25000,100000
C0022,2025-06-29,Fiber Drink,8,34000,272000
C0046,2025-06-11,Shake Chocolate,6,25000,150000
C0155,2025-05-08,Shake Chocolate,2,25000,50000
C0147,2025-05-01,Shake Vanilla,3,25000,75000
C0073,2025-06-02,Protein Bar,5,35000,175000
C0054,2025-06-13,Protein Bar,6,35000,210000
C0091,2025-05-23,Multivitamin,3,25000,75000
C0090,2025-05-19,Tea Herbal,4,25000,100000
C0177,2025-04-09,Aloe Concentrate,2,25000,50000
C0013,2025-06-20,Shake Chocolate,7,25000,175000
C0062,2025-06-13,Shake Vanilla,5,25000,125000
C0011,2025-06-19,Aloe Concentrate,8,25000,200000
C0126,2025-04-29,Aloe Concentrate,2,25000,50000
C0054,2025-06-09,Aloe Concentrate,5,25000,125000
C0020,2025-06-26,Shake Vanilla,7,25000,175000
C0035,2025-06-09,Formula 1,5,30000,150000
C0007,2025-06-16,Multivitamin,8,25000,200000
C0095,2025-05-30,Formula 1,3,30000,90000
C0103,2025-05-22,Aloe Concentrate,4,25000,100000
C0070,2025-06-12,Shake Chocolate,5,25000,125000
C0081,2025-06-06,Shake Chocolate,5,25000,125000
C0081,2025-06-01,Shake Vanilla,5,25000,125000
C0015,2025-06-19,Tea Herbal,8,25000,200000
C0011,2025-06-17,Aloe Concentrate,7,25000,175000
C0154,2025-05-05,Shake Chocolate,3,25000,75000
C0096,2025-05-19,Shake Chocolate,4,25000,100000
C0013,2025-06-13,Shake Vanilla,7,25000,175000
C0038,2025-06-20,Aloe Concentrate,5,25000,125000
C0120,2025-05-17,Fiber Drink,4,34000,136000
C0044,2025-06-15,Multivitamin,6,25000,150000
C0010,2025-06-19,Multivitamin,8,25000,200000
C0103,2025-05-20,Protein Bar,3,35000,105000
C0012,2025-06-26,Tea Herbal,7,25000,175000
C0051,2025-06-17,Fiber Drink,5,34000,170000
C0002,2025-06-22,Aloe Concentrate,8,25000,200000
C0116,2025-05-27,Shake Vanilla,3,25000,75000
C0004,2025-06-24,Multivitamin,8,25000,200000
C0144,2025-05-10,Fiber Drink,3,34000,102000
C0199,2025-02-03,Tea Herbal,1,25000,25000
C0015,2025-06-28,Shake Vanilla,8,25000,200000
C0192,2025-02-18,Tea Herbal,1,25000,25000
C0047,2025-06-05,Aloe Concentrate,6,25000,150000
C0005,2025-06-28,Aloe Concentrate,8,25000,200000
C0020,2025-06-28,Protein Bar,8,35000,280000
C0031,2025-06-12,Multivitamin,5,25000,125000
C0053,2025-06-11,Shake Vanilla,6,25000,150000
C0030,2025-06-21,Multivitamin,5,25000,125000
C0005,2025-06-28,Shake Chocolate,8,25000,200000
C0025,2025-06-15,Shake Vanilla,7,25000,175000
C0020,2025-06-29,Formula 1,7,30000,210000
C0122,2025-05-04,Shake Vanilla,3,25000,75000
C0146,2025-05-08,Tea Herbal,2,25000,50000
C0031,2025-06-09,Protein Bar,5,35000,175000
C0004,2025-06-19,Tea Herbal,7,25000,175000
C0072,2025-06-02,Multivitamin,5,25000,125000
C0014,2025-06-17,Shake Vanilla,7,25000,175000
C0125,2025-05-09,Formula 1,3,30000,90000
C0043,2025-06-08,Shake Chocolate,6,25000,150000
C0077,2025-06-02,Shake Vanilla,5,25000,125000
C0021,2025-06-18,Tea Herbal,8,25000,200000
C0176,2025-04-11,Shake Vanilla,2,25000,50000
C0079,2025-06-07,Fiber Drink,5,34000,170000
C0112,2025-05-17,Tea Herbal,4,25000,100000
C0013,2025-06-15,Shake Chocolate,7,25000,175000
C0073,2025-05-29,Multivitamin,4,25000,100000
C0002,2025-06-26,Formula 1,7,30000,210000
C0024,2025-06-25,Multivitamin,7,25000,175000
C0011,2025-06-20,Shake Chocolate,7,25000,175000
C0003,2025-06-26,Shake Chocolate,7,25000,175000
C0018,2025-06-29,Shake Vanilla,8,25000,200000
C0012,2025-06-20,Shake Vanilla,8,25000,200000
C0012,2025-06-20,Aloe Concentrate,7,25000,175000
C0037,2025-06-13,Shake Vanilla,5,25000,125000
C0137,2025-05-03,Formula 1,2,30000,60000
C0203,2025-02-07,Shake Chocolate,1,25000,25000
C0032,2025-06-13,Shake Chocolate,6,25000,150000
C0011,2025-06-21,Formula 1,7,30000,210000
C0028,2025-06-13,Tea Herbal,6,25000,150000
C0157,2025-04-06,Fiber Drink,2,34000,68000
C0055,2025-06-12,Shake Chocolate,5,25000,125000
C0053,2025-06-10,Formula 1,5,30000,150000
C0056,2025-05-28,Protein Bar,5,35000,175000
C0031,2025-06-18,Shake Vanilla,6,25000,150000
C0024,2025-06-19,Aloe Concentrate,7,25000,175000
C0173,2025-04-13,Shake Chocolate,1,25000,25000
C0001,2025-06-21,Formula 1,8,30000,240000
C0008,2025-06-28,Shake Vanilla,8,25000,200000
C0035,2025-06-07,Tea Herbal,5,25000,125000
C0004,2025-06-18,Fiber Drink,8,34000,272000
C0058,2025-06-04,Formula 1,5,30000,150000
C0056,2025-06-03,Aloe Concentrate,5,25000,125000
C0144,2025-05-06,Shake Vanilla,3,25000,75000
C0051,2025-06-18,Protein Bar,5,35000,175000
C0131,2025-05-07,Tea Herbal,3,25000,75000
C0120,2025-05-24,Multivitamin,4,25000,100000
C0044,2025-06-17,Tea Herbal,5,25000,125000
C0062,2025-06-03,Formula 1,5,30000,150000
C0068,2025-05-29,Tea Herbal,5,25000,125000
C0024,2025-06-25,Multivitamin,8,25000,200000
C0016,2025-06-27,Protein Bar,8,35000,280000
C0112,2025-05-21,Shake Chocolate,4,25000,100000
C0144,2025-05-06,Aloe Concentrate,2,25000,50000
C0018,2025-06-22,Tea Herbal,8,25000,200000
C0047,2025-06-19,Fiber Drink,6,34000,204000
C0076,2025-05-30,Shake Vanilla,4,25000,100000
C0037,2025-06-15,Formula 1,5,30000,150000
C0013,2025-06-14,Multivitamin,7,25000,175000
C0034,2025-06-15,Tea Herbal,6,25000,150000
C0014,2025-06-14,Formula 1,8,30000,240000
C0161,2025-04-15,Protein Bar,1,35000,35000
C0059,2025-06-03,Tea Herbal,4,25000,100000
C0048,2025-06-17,Multivitamin,5,25000,125000
C0129,2025-05-08,Shake Chocolate,2,25000,50000
C0048,2025-06-15,Shake Chocolate,5,25000,125000
C0055,2025-06-06,Fiber Drink,5,34000,170000
C0047,2025-06-11,Aloe Concentrate,6,25000,150000
C0109,2025-05-16,Protein Bar,3,35000,105000
C0080,2025-06-08,Protein Bar,5,35000,175000
C0081,2025-06-10,Formula 1,4,30000,120000
C0037,2025-06-08,Shake Chocolate,5,25000,125000
C0017,2025-06-19,Fiber Drink,7,34000,238000
C0170,2025-04-07,Multivitamin,2,25000,50000
C0026,2025-06-10,Shake Chocolate,5,25000,125000
C0100,2025-05-28,Fiber Drink,3,34000,102000
C0015,2025-06-21,Shake Vanilla,7,25000,175000
C0056,2025-06-08,Shake Vanilla,5,25000,125000
C0049,2025-06-20,Multivitamin,6,25000,150000
C0042,2025-06-18,Protein Bar,6,35000,210000
C0003,2025-06-20,Tea Herbal,8,25000,200000
C0001,2025-06-19,Shake Vanilla,8,25000,200000
C0050,2025-06-20,Aloe Concentrate,6,25000,150000
C0056,2025-05-28,Protein Bar,4,35000,140000
C0041,2025-06-11,Fiber Drink,6,34000,204000
C0042,2025-06-18,Aloe Concentrate,5,25000,125000
C0017,2025-06-23,Multivitamin,7,25000,175000
C0052,2025-06-22,Fiber Drink,6,34000,204000
C0143,2025-04-25,Fiber Drink,3,34000,102000
C0152,2025-05-08,Tea Herbal,2,25000,50000
C0076,2025-06-07,Shake Vanilla,4,25000,100000
C0041,2025-06-17,Protein Bar,5,35000,175000
C0063,2025-05-29,Shake Chocolate,4,25000,100000
C0020,2025-06-24,Aloe Concentrate,8,25000,200000
C0066,2025-06-06,Fiber Drink,5,34000,170000
C0021,2025-06-24,Protein Bar,7,35000,245000
C0042,2025-06-19,Tea Herbal,6,25000,150000
C0015,2025-06-15,Shake Vanilla,7,25000,175000
C0022,2025-06-17,Aloe Concentrate,8,25000,200000
C0167,2025-04-13,Aloe Concentrate,1,25000,25000
C0119,2025-05-16,Multivitamin,4,25000,100000
C0053,2025-06-10,Shake Chocolate,5,25000,125000
C0019,2025-06-25,Aloe Concentrate,7,25000,175000
C0085,2025-06-01,Shake Vanilla,4,25000,100000
C0031,2025-06-16,Fiber Drink,6,34000,204000
C0184,2025-04-03,Fiber Drink,2,34000,68000
C0119,2025-05-26,Shake Chocolate,3,25000,75000
C0197,2025-02-13,Aloe Concentrate,1,25000,25000
C0134,2025-05-07,Fiber Drink,2,34000,68000
C0021,2025-06-16,Shake Chocolate,7,25000,175000
C0096,2025-05-23,Multivitamin,4,25000,100000
C0100,2025-05-16,Tea Herbal,4,25000,100000
C0017,2025-06-26,Aloe Concentrate,7,25000,175000
C0062,2025-06-03,Aloe Concentrate,5,25000,125000
C0072,2025-06-04,Shake Chocolate,4,25000,100000
C0014,2025-06-21,Tea Herbal,8,25000,200000
C0050,2025-06-16,Aloe Concentrate,6,25000,150000
C0006,2025-06-23,Shake Chocolate,8,25000,200000
C0120,2025-05-28,Shake Chocolate,3,25000,75000
C0009,2025-06-26,Formula 1,7,30000,210000
C0169,2025-04-01,Fiber Drink,1,34000,34000
C0162,2025-04-16,Shake Vanilla,1,25000,25000
C0013,2025-06-15,Multivitamin,7,25000,175000
C0040,2025-06-07,Formula 1,5,30000,150000
C0068,2025-05-26,Formula 1,4,30000,120000
C0130,2025-05-07,Aloe Concentrate,3,25000,75000
C0010,2025-06-25,Aloe Concentrate,8,25000,200000
C0076,2025-05-31,Aloe Concentrate,4,25000,100000
C0074,2025-05-27,Protein Bar,4,35000,140000
C0095,2025-05-22,Formula 1,4,30000,120000
C0075,2025-06-10,Fiber Drink,5,34000,170000
C0061,2025-06-07,Fiber Drink,4,34000,136000
C0011,2025-06-17,Fiber Drink,8,34000,272000
C0018,2025-06-16,Multivitamin,7,25000,175000
C0196,2025-02-06,Multivitamin,1,25000,25000
C0043,2025-06-09,Fiber Drink,6,34000,204000
C0007,2025-06-15,Multivitamin,7,25000,175000
C0001,2025-06-25,Formula 1,7,30000,210000
C0077,2025-06-05,Shake Chocolate,5,25000,125000
C0089,2025-05-31,Shake Chocolate,4,25000,100000
C0077,2025-06-06,Protein Bar,5,35000,175000
C0039,2025-06-18,Fiber Drink,6,34000,204000
C0070,2025-06-05,Shake Chocolate,5,25000,125000
C0079,2025-06-10,Formula 1,4,30000,120000
C0072,2025-05-31,Fiber Drink,4,34000,136000
C0228,2024-09-16,Formula 1,1,30000,30000
C0141,2025-05-01,Formula 1,3,30000,90000
C0050,2025-06-12,Formula 1,5,30000,150000
C0148,2025-05-09,Protein Bar,2,35000,70000
C0100,2025-05-27,Aloe Concentrate,3,25000,75000
C0020,2025-06-15,Protein Bar,7,35000,245000
C0029,2025-06-12,Shake Chocolate,6,25000,150000
C0024,2025-06-25,Multivitamin,7,25000,175000
C0104,2025-05-22,Tea Herbal,3,25000,75000
C0119,2025-05-28,Formula 1,4,30000,120000
C0046,2025-06-16,Shake Chocolate,6,25000,150000
C0220,2024-10-14,Fiber Drink,1,34000,34000
C0130,2025-05-09,Shake Vanilla,2,25000,50000
C0054,2025-06-08,Shake Chocolate,5,25000,125000
C0155,2025-04-30,Protein Bar,2,35000,70000
C0028,2025-06-20,Tea Herbal,5,25000,125000
C0083,2025-06-06,Tea Herbal,5,25000,125000
C0145,2025-04-24,Protein Bar,2,35000,70000
C0034,2025-06-06,Protein Bar,5,35000,175000
C0011,2025-06-26,Shake Chocolate,8,25000,200000
C0020,2025-06-29,Tea Herbal,8,25000,200000
C0077,2025-06-03,Aloe Concentrate,5,25000,125000
C0021,2025-06-16,Aloe Concentrate,7,25000,175000
C0058,2025-06-01,Aloe Concentrate,4,25000,100000
C0174,2025-03-25,Formula 1,1,30000,30000
C0183,2025-04-16,Fiber Drink,2,34000,68000
